Taxon,SiteId,lon,lat,FA,EUROMED,Cover
Primula hirsuta,CBNA_428459,5.90340351968,45.1390181895,600010190,28884,0
Primula hirsuta,CBNA_428460,5.90411398481,45.1392159339,600010190,28884,0
Primula hirsuta,CBNA_428466,5.90179198385,45.1347938295,600010190,28884,0
Primula hirsuta,CBNA_428476,5.88699558245,45.1295691185,600010190,28884,0
Primula hirsuta,CBNA_428479,5.89265672144,45.1304945947,600010190,28884,0
Primula hirsuta,CBNA_428482,5.89732831865,45.1304859283,600010190,28884,0
Primula hirsuta,CBNA_428483,5.89811133609,45.1303033968,600010190,28884,0
Primula hirsuta,CBNA_428486,5.89970449444,45.1297303787,600010190,28884,1
Primula hirsuta,CBNA_428493,5.90154884967,45.1284705356,600010190,28884,1
Primula hirsuta,CBNA_428495,5.90483388709,45.1269749113,600010190,28884,0
Primula hirsuta,CBNA_428496,5.90503239044,45.1273166298,600010190,28884,0
Primula hirsuta,CBNA_428497,5.90434816533,45.1308529161,600010190,28884,0
Primula hirsuta,CBNA_428499,5.90983883273,45.1313314632,600010190,28884,1
Primula hirsuta,CBNA_428501,5.91028775628,45.1328875171,600010190,28884,0
Primula hirsuta,CBNA_428503,5.91144909699,45.1333842956,600010190,28884,0
Primula hirsuta,CBNA_428506,5.91121541255,45.1358862177,600010190,28884,1
Primula hirsuta,CBNA_428511,5.89308939243,45.1284155521,600010190,28884,0
Primula hirsuta,CBNA_428512,5.9011895579,45.1313315916,600010190,28884,0
Primula hirsuta,CBNA_428513,5.901972195,45.1332393951,600010190,28884,0
Primula hirsuta,CBNA_428517,5.89265672803,45.1399597117,600010190,28884,1
Primula hirsuta,CBNA_428521,5.90100938242,45.1395400139,600010190,28884,0
Primula hirsuta,CBNA_428522,5.90483436232,45.1387106227,600010190,28884,0
Primula hirsuta,CBNA_428523,5.89977606306,45.1305844794,600010190,28884,0
Primula hirsuta,CBNA_428526,5.90991925622,45.1323745443,600010190,28884,1
Primula hirsuta,CBNA_428532,5.91327658343,45.1346790828,600010190,28884,0
Primula hirsuta,CBNA_428534,5.88767069447,45.1307634911,600010190,28884,0
Primula hirsuta,JORDE_90587,6.93423692787,46.0074196451,600010190,28884,0
